Dist_0001	Retail_0001
Part_0009	Manuf_0005
Part_0010	Manuf_0006
Part_0011	Manuf_0007
Part_0012	Manuf_0008
Part_0013	Manuf_0009
Part_0014	Manuf_0010
Part_0015	Manuf_0011
Part_0016	Manuf_0012
Part_0017	Manuf_0013
Part_0018	Manuf_0013
Part_0019	Manuf_0013
Part_0020	Manuf_0014
Part_0021	Manuf_0014
Part_0022	Manuf_0014
Part_0023	Manuf_0015
Part_0024	Manuf_0015
Part_0025	Manuf_0015
Part_0026	Manuf_0013
Part_0026	Manuf_0014
Part_0026	Manuf_0015
Part_0027	Manuf_0016
Part_0028	Manuf_0016
Part_0029	Manuf_0016
Part_0030	Manuf_0017
Part_0031	Manuf_0017
Part_0032	Manuf_0017
Part_0033	Manuf_0018
Part_0034	Manuf_0018
Part_0035	Manuf_0018
Part_0036	Manuf_0019
Part_0037	Manuf_0019
Part_0038	Manuf_0019
Part_0039	Manuf_0020
Part_0040	Manuf_0020
Part_0041	Manuf_0020
Part_0042	Manuf_0021
Part_0043	Manuf_0021
Part_0044	Manuf_0021
Part_0045	Manuf_0022
Part_0046	Manuf_0022
Part_0047	Manuf_0022
Part_0048	Manuf_0023
Part_0049	Manuf_0024
Trans_0001	Trans_0006
Trans_0002	Trans_0007
Trans_0003	Trans_0008
Trans_0004	Trans_0012
Trans_0005	Trans_0016
Trans_0006	Manuf_0001
Trans_0006	Manuf_0002
Trans_0006	Manuf_0003
Trans_0006	Manuf_0004
Trans_0006	Manuf_0005
Trans_0006	Manuf_0006
Trans_0007	Manuf_0007
Trans_0007	Manuf_0008
Trans_0007	Manuf_0009
Trans_0008	Manuf_0010
Trans_0008	Manuf_0011
Trans_0008	Manuf_0012
Trans_0009	Manuf_0001
Trans_0009	Manuf_0002
Trans_0009	Manuf_0003
Trans_0009	Manuf_0004
Trans_0009	Manuf_0005
Trans_0009	Manuf_0006
Trans_0009	Manuf_0007
Trans_0009	Manuf_0008
Trans_0009	Manuf_0009
Trans_0009	Manuf_0010
Trans_0009	Manuf_0011
Trans_0009	Manuf_0012
Trans_0010	Manuf_0001
Trans_0010	Manuf_0002
Trans_0010	Manuf_0003
Trans_0010	Manuf_0004
Trans_0010	Manuf_0005
Trans_0010	Manuf_0006
Trans_0010	Manuf_0007
Trans_0010	Manuf_0008
Trans_0010	Manuf_0009
Trans_0010	Manuf_0010
Trans_0010	Manuf_0011
Trans_0010	Manuf_0012
Trans_0011	Manuf_0001
Trans_0011	Manuf_0002
Trans_0011	Manuf_0003
Trans_0011	Manuf_0004
Trans_0011	Manuf_0005
Trans_0011	Manuf_0006
Trans_0011	Manuf_0007
Trans_0011	Manuf_0008
Trans_0011	Manuf_0009
Trans_0011	Manuf_0010
Trans_0011	Manuf_0011
Trans_0011	Manuf_0012
Trans_0012	Manuf_0013
Trans_0012	Manuf_0014
Trans_0012	Manuf_0015
Trans_0012	Manuf_0016
Trans_0012	Manuf_0017
Trans_0012	Manuf_0018
Trans_0012	Manuf_0019
Trans_0012	Manuf_0020
Trans_0012	Manuf_0021
Trans_0012	Manuf_0022
Trans_0013	Manuf_0013
Trans_0013	Manuf_0014
Trans_0013	Manuf_0015
Trans_0013	Manuf_0016
Trans_0013	Manuf_0017
Trans_0013	Manuf_0018
Trans_0013	Manuf_0019
Trans_0013	Manuf_0020
Trans_0013	Manuf_0021
Trans_0013	Manuf_0022
Trans_0014	Manuf_0013
Trans_0014	Manuf_0014
Trans_0014	Manuf_0015
Trans_0014	Manuf_0016
Trans_0014	Manuf_0017
Trans_0014	Manuf_0018
Trans_0014	Manuf_0019
Trans_0014	Manuf_0020
Trans_0014	Manuf_0021
Trans_0014	Manuf_0022
Trans_0015	Manuf_0013
Trans_0015	Manuf_0014
Trans_0015	Manuf_0015
Trans_0015	Manuf_0016
Trans_0015	Manuf_0017
Trans_0015	Manuf_0018
Trans_0015	Manuf_0019
Trans_0015	Manuf_0020
Trans_0015	Manuf_0021
Trans_0015	Manuf_0022
Trans_0016	Manuf_0023
Trans_0016	Manuf_0024
Trans_0017	Manuf_0023
Trans_0017	Manuf_0024
Trans_0018	Manuf_0023
Trans_0018	Manuf_0024
Trans_0019	Manuf_0023
Trans_0019	Manuf_0024
Trans_0020	Dist_0029
Trans_0021	Dist_0030
Trans_0022	Dist_0031
