Manuf_0001	Trans_0001
Manuf_0037	Retail_0100
Manuf_0037	Retail_0101
Manuf_0037	Retail_0102
Manuf_0037	Retail_0103
Manuf_0037	Retail_0104
Manuf_0038	Retail_0105
Manuf_0039	Retail_0106
Manuf_0039	Retail_0107
Manuf_0039	Retail_0108
Manuf_0039	Retail_0109
Manuf_0039	Retail_0110
Manuf_0039	Retail_0111
Manuf_0039	Retail_0112
Manuf_0039	Retail_0113
Manuf_0040	Retail_0114
Manuf_0040	Retail_0115
Manuf_0040	Retail_0116
Manuf_0040	Retail_0117
Manuf_0041	Retail_0118
Manuf_0041	Retail_0119
Manuf_0041	Retail_0120
Manuf_0041	Retail_0121
Manuf_0041	Retail_0122
Manuf_0041	Retail_0123
Manuf_0042	Retail_0124
Manuf_0043	Retail_0125
Manuf_0043	Retail_0126
Manuf_0044	Retail_0127
Manuf_0044	Retail_0128
Manuf_0044	Retail_0129
Manuf_0044	Retail_0130
Manuf_0044	Retail_0131
Manuf_0045	Retail_0132
Manuf_0045	Retail_0133
Manuf_0046	Retail_0134
Manuf_0046	Retail_0135
Manuf_0046	Retail_0136
Manuf_0046	Retail_0137
Manuf_0046	Retail_0138
Manuf_0046	Retail_0139
Manuf_0046	Retail_0140
Manuf_0046	Retail_0141
Manuf_0046	Retail_0142
Manuf_0046	Retail_0143
Manuf_0046	Retail_0144
Manuf_0046	Retail_0145
Manuf_0046	Retail_0146
Manuf_0046	Retail_0147
Manuf_0047	Retail_0148
Manuf_0047	Retail_0149
Manuf_0047	Retail_0150
Manuf_0047	Retail_0151
Manuf_0047	Retail_0152
Manuf_0047	Retail_0153
Manuf_0048	Retail_0154
Manuf_0048	Retail_0155
Manuf_0048	Retail_0156
Manuf_0048	Retail_0157
Manuf_0048	Retail_0158
Manuf_0048	Retail_0159
Manuf_0048	Retail_0160
Manuf_0048	Retail_0161
Manuf_0048	Retail_0162
Manuf_0048	Retail_0163
Manuf_0048	Retail_0164
Manuf_0048	Retail_0165
Manuf_0048	Retail_0166
Manuf_0048	Retail_0167
Manuf_0048	Retail_0168
Manuf_0048	Retail_0169
Manuf_0048	Retail_0170
Manuf_0048	Retail_0171
Manuf_0049	Retail_0172
Manuf_0049	Retail_0173
Manuf_0049	Retail_0174
Manuf_0049	Retail_0175
Manuf_0049	Retail_0176
Manuf_0049	Retail_0177
Manuf_0049	Retail_0178
Manuf_0049	Retail_0179
Manuf_0049	Retail_0180
Manuf_0049	Retail_0181
Manuf_0049	Retail_0182
Manuf_0049	Retail_0183
Manuf_0050	Retail_0184
Manuf_0050	Retail_0185
Manuf_0050	Retail_0186
Manuf_0050	Retail_0187
Manuf_0050	Retail_0188
Manuf_0050	Retail_0189
Manuf_0050	Retail_0190
Manuf_0050	Retail_0191
Manuf_0050	Retail_0192
Manuf_0050	Retail_0193
Manuf_0050	Retail_0194
Manuf_0050	Retail_0195
Manuf_0050	Retail_0196
Manuf_0050	Retail_0197
Manuf_0050	Retail_0198
Manuf_0050	Retail_0199
Manuf_0050	Retail_0200
Manuf_0050	Retail_0201
Manuf_0050	Retail_0202
Manuf_0051	Retail_0203
Manuf_0051	Retail_0204
Manuf_0051	Retail_0205
Manuf_0051	Retail_0206
Manuf_0052	Retail_0207
Manuf_0053	Retail_0208
Manuf_0054	Retail_0209
Manuf_0055	Retail_0210
Manuf_0056	Retail_0211
Manuf_0056	Retail_0212
Manuf_0056	Retail_0213
Manuf_0056	Retail_0214
Manuf_0056	Retail_0215
Manuf_0056	Retail_0216
Manuf_0056	Retail_0217
Manuf_0056	Retail_0218
Manuf_0056	Retail_0219
Manuf_0056	Retail_0220
Manuf_0056	Retail_0221
Manuf_0056	Retail_0222
Manuf_0056	Retail_0223
Manuf_0056	Retail_0224
Manuf_0056	Retail_0225
Manuf_0057	Retail_0226
Manuf_0057	Retail_0227
Manuf_0057	Retail_0228
Manuf_0057	Retail_0229
Manuf_0057	Retail_0230
Manuf_0057	Retail_0231
Manuf_0057	Retail_0232
Manuf_0057	Retail_0233
Manuf_0057	Retail_0234
Manuf_0057	Retail_0235
Manuf_0057	Retail_0236
Manuf_0058	Retail_0237
Manuf_0058	Retail_0238
Manuf_0058	Retail_0239
Manuf_0058	Retail_0240
Manuf_0058	Retail_0241
Manuf_0058	Retail_0242
Manuf_0058	Retail_0243
Manuf_0058	Retail_0244
Manuf_0058	Retail_0245
Manuf_0058	Retail_0246
Manuf_0058	Retail_0247
Manuf_0058	Retail_0248
Manuf_0058	Retail_0249
Manuf_0058	Retail_0250
Manuf_0058	Retail_0251
Manuf_0058	Retail_0252
Manuf_0058	Retail_0253
Manuf_0058	Retail_0254
Manuf_0058	Retail_0255
Manuf_0058	Retail_0256
Manuf_0059	Retail_0257
Manuf_0059	Retail_0258
Manuf_0059	Retail_0259
Manuf_0059	Retail_0260
Manuf_0059	Retail_0261
Manuf_0059	Retail_0262
Manuf_0060	Retail_0263
Manuf_0060	Retail_0264
Manuf_0060	Retail_0265
Manuf_0060	Retail_0266
Manuf_0060	Retail_0267
Manuf_0060	Retail_0268
Manuf_0060	Retail_0269
Manuf_0060	Retail_0270
Manuf_0060	Retail_0271
Manuf_0060	Retail_0272
Manuf_0060	Retail_0273
Manuf_0060	Retail_0274
Manuf_0060	Retail_0275
Manuf_0061	Retail_0276
Manuf_0061	Retail_0277
Manuf_0062	Retail_0278
Manuf_0062	Retail_0279
Manuf_0063	Retail_0280
Manuf_0063	Retail_0281
Manuf_0063	Retail_0282
Manuf_0063	Retail_0283
Manuf_0063	Retail_0284
Manuf_0063	Retail_0285
Manuf_0063	Retail_0286
Manuf_0063	Retail_0287
Manuf_0063	Retail_0288
Manuf_0063	Retail_0289
Manuf_0063	Retail_0290
Manuf_0063	Retail_0291
Manuf_0063	Retail_0292
Manuf_0063	Retail_0293
Manuf_0064	Retail_0294
Manuf_0064	Retail_0295
Manuf_0065	Retail_0296
Manuf_0065	Retail_0297
Manuf_0065	Retail_0298
Manuf_0065	Retail_0299
Manuf_0065	Retail_0300
Manuf_0065	Retail_0301
Manuf_0065	Retail_0302
Manuf_0065	Retail_0303
Manuf_0065	Retail_0304
Manuf_0065	Retail_0305
Manuf_0065	Retail_0306
Manuf_0065	Retail_0307
Manuf_0065	Retail_0308
Manuf_0065	Retail_0309
Manuf_0065	Retail_0310
Manuf_0065	Retail_0311
Manuf_0065	Retail_0312
Manuf_0066	Retail_0313
Manuf_0066	Retail_0314
Manuf_0066	Retail_0315
Manuf_0066	Retail_0316
Manuf_0066	Retail_0317
Manuf_0066	Retail_0318
Manuf_0067	Retail_0319
Manuf_0067	Retail_0320
Manuf_0067	Retail_0321
Manuf_0067	Retail_0322
Manuf_0067	Retail_0323
Manuf_0067	Retail_0324
Manuf_0067	Retail_0325
Manuf_0067	Retail_0326
Manuf_0067	Retail_0327
Manuf_0067	Retail_0328
Manuf_0067	Retail_0329
Manuf_0067	Retail_0330
Manuf_0067	Retail_0331
Manuf_0067	Retail_0332
Manuf_0068	Retail_0333
Manuf_0068	Retail_0334
Manuf_0068	Retail_0335
Manuf_0068	Retail_0336
Manuf_0068	Retail_0337
Manuf_0068	Retail_0338
Manuf_0068	Retail_0339
Manuf_0068	Retail_0340
Manuf_0068	Retail_0341
Manuf_0068	Retail_0342
Manuf_0068	Retail_0343
Manuf_0068	Retail_0344
Manuf_0068	Retail_0345
Manuf_0069	Retail_0346
Manuf_0069	Retail_0347
Manuf_0069	Retail_0348
Manuf_0069	Retail_0349
Manuf_0069	Retail_0350
Manuf_0069	Retail_0351
Manuf_0069	Retail_0352
Manuf_0069	Retail_0353
Manuf_0069	Retail_0354
Manuf_0069	Retail_0355
Manuf_0069	Retail_0356
Manuf_0069	Retail_0357
Manuf_0069	Retail_0358
Manuf_0069	Retail_0359
Manuf_0069	Retail_0360
Manuf_0070	Retail_0361
Manuf_0070	Retail_0362
Manuf_0070	Retail_0363
Manuf_0070	Retail_0364
Manuf_0070	Retail_0365
Part_0001	Manuf_0001
Part_0001	Manuf_0002
Part_0001	Manuf_0005
Part_0001	Manuf_0007
Part_0001	Manuf_0011
Part_0001	Manuf_0013
Part_0001	Manuf_0015
Part_0002	Manuf_0001
Part_0003	Manuf_0001
Part_0004	Manuf_0001
Part_0005	Manuf_0001
Part_0006	Manuf_0001
Part_0007	Manuf_0002
Part_0008	Manuf_0002
Part_0009	Manuf_0002
Part_0010	Manuf_0002
Part_0011	Manuf_0002
Part_0012	Manuf_0003
Part_0012	Manuf_0004
Part_0013	Manuf_0003
Part_0013	Manuf_0004
Part_0014	Manuf_0003
Part_0014	Manuf_0004
Part_0014	Manuf_0006
Part_0014	Manuf_0008
Part_0014	Manuf_0009
Part_0014	Manuf_0010
Part_0014	Manuf_0012
Part_0014	Manuf_0014
Part_0014	Manuf_0016
Part_0015	Manuf_0003
Part_0016	Manuf_0003
Part_0016	Manuf_0004
Part_0017	Manuf_0003
Part_0017	Manuf_0004
Part_0018	Manuf_0004
Part_0018	Manuf_0008
Part_0019	Manuf_0005
Part_0020	Manuf_0005
Part_0020	Manuf_0007
Part_0020	Manuf_0011
Part_0020	Manuf_0013
Part_0021	Manuf_0005
Part_0022	Manuf_0005
Part_0023	Manuf_0005
Part_0024	Manuf_0005
Part_0025	Manuf_0005
Part_0026	Manuf_0006
Part_0027	Manuf_0006
Part_0027	Manuf_0008
Part_0027	Manuf_0010
Part_0027	Manuf_0012
Part_0027	Manuf_0014
Part_0028	Manuf_0006
Part_0029	Manuf_0006
Part_0030	Manuf_0006
Part_0031	Manuf_0006
Part_0032	Manuf_0006
Part_0033	Manuf_0007
Part_0034	Manuf_0007
Part_0034	Manuf_0011
Part_0035	Manuf_0007
Part_0036	Manuf_0007
Part_0037	Manuf_0007
Part_0038	Manuf_0008
Part_0039	Manuf_0008
Part_0039	Manuf_0009
Part_0039	Manuf_0012
Part_0040	Manuf_0008
Part_0041	Manuf_0008
Part_0042	Manuf_0009
Part_0043	Manuf_0009
Part_0044	Manuf_0009
Part_0045	Manuf_0009
Part_0046	Manuf_0009
Part_0047	Manuf_0009
Part_0048	Manuf_0010
Part_0049	Manuf_0010
Part_0049	Manuf_0012
Part_0049	Manuf_0014
Part_0050	Manuf_0010
Part_0051	Manuf_0010
Part_0052	Manuf_0010
Part_0053	Manuf_0011
Part_0053	Manuf_0013
Part_0054	Manuf_0011
Part_0055	Manuf_0011
Part_0056	Manuf_0011
Part_0057	Manuf_0011
Part_0058	Manuf_0012
Part_0059	Manuf_0012
Part_0060	Manuf_0012
Part_0061	Manuf_0012
Part_0062	Manuf_0013
Part_0063	Manuf_0013
Part_0064	Manuf_0013
Part_0065	Manuf_0013
Part_0066	Manuf_0014
Part_0067	Manuf_0014
Part_0068	Manuf_0014
Part_0069	Manuf_0014
Part_0070	Manuf_0015
Part_0071	Manuf_0015
Part_0072	Manuf_0015
Part_0073	Manuf_0015
Part_0074	Manuf_0015
Part_0075	Manuf_0016
Part_0076	Manuf_0016
Part_0077	Manuf_0016
Part_0078	Manuf_0016
Part_0079	Manuf_0016
Part_0080	Manuf_0017
Part_0080	Manuf_0018
Part_0080	Manuf_0023
Part_0080	Manuf_0030
Part_0080	Manuf_0034
Part_0080	Manuf_0041
Part_0080	Manuf_0048
Part_0080	Manuf_0052
Part_0080	Manuf_0056
Part_0080	Manuf_0060
Part_0080	Manuf_0067
Part_0081	Manuf_0017
Part_0082	Manuf_0017
Part_0083	Manuf_0018
Part_0083	Manuf_0023
Part_0083	Manuf_0030
Part_0083	Manuf_0034
Part_0083	Manuf_0041
Part_0083	Manuf_0048
Part_0083	Manuf_0052
Part_0084	Manuf_0017
Part_0084	Manuf_0018
Part_0084	Manuf_0023
Part_0084	Manuf_0030
Part_0084	Manuf_0034
Part_0084	Manuf_0041
Part_0084	Manuf_0048
Part_0084	Manuf_0052
Part_0084	Manuf_0056
Part_0084	Manuf_0060
Part_0084	Manuf_0067
Part_0085	Manuf_0019
Part_0086	Manuf_0019
Part_0086	Manuf_0026
Part_0086	Manuf_0031
Part_0086	Manuf_0037
Part_0086	Manuf_0044
Part_0086	Manuf_0049
Part_0086	Manuf_0053
Part_0086	Manuf_0057
Part_0086	Manuf_0063
Part_0086	Manuf_0068
Part_0087	Manuf_0019
Part_0087	Manuf_0026
Part_0087	Manuf_0031
Part_0087	Manuf_0037
Part_0087	Manuf_0044
Part_0087	Manuf_0049
Part_0087	Manuf_0053
Part_0087	Manuf_0057
Part_0087	Manuf_0063
Part_0087	Manuf_0068
Part_0088	Manuf_0020
Part_0088	Manuf_0027
Part_0088	Manuf_0038
Part_0088	Manuf_0045
Part_0088	Manuf_0064
Part_0089	Manuf_0021
Part_0089	Manuf_0028
Part_0089	Manuf_0032
Part_0089	Manuf_0039
Part_0089	Manuf_0046
Part_0089	Manuf_0050
Part_0089	Manuf_0054
Part_0089	Manuf_0058
Part_0089	Manuf_0065
Part_0089	Manuf_0069
Part_0090	Manuf_0020
Part_0090	Manuf_0027
Part_0090	Manuf_0038
Part_0090	Manuf_0045
Part_0091	Manuf_0020
Part_0091	Manuf_0027
Part_0091	Manuf_0038
Part_0091	Manuf_0045
Part_0091	Manuf_0064
Part_0092	Manuf_0021
Part_0092	Manuf_0028
Part_0092	Manuf_0032
Part_0092	Manuf_0039
Part_0092	Manuf_0046
Part_0092	Manuf_0050
Part_0092	Manuf_0054
Part_0092	Manuf_0058
Part_0092	Manuf_0065
Part_0092	Manuf_0069
Part_0093	Manuf_0021
Part_0093	Manuf_0028
Part_0093	Manuf_0032
Part_0093	Manuf_0039
Part_0093	Manuf_0046
Part_0093	Manuf_0050
Part_0093	Manuf_0054
Part_0094	Manuf_0022
Part_0094	Manuf_0029
Part_0094	Manuf_0033
Part_0094	Manuf_0040
Part_0094	Manuf_0047
Part_0094	Manuf_0051
Part_0094	Manuf_0059
Part_0094	Manuf_0066
Part_0094	Manuf_0070
Part_0095	Manuf_0022
Part_0095	Manuf_0055
Part_0096	Manuf_0022
Part_0097	Manuf_0024
Part_0097	Manuf_0035
Part_0097	Manuf_0042
Part_0097	Manuf_0061
Part_0098	Manuf_0024
Part_0098	Manuf_0035
Part_0098	Manuf_0042
Part_0098	Manuf_0061
Part_0099	Manuf_0024
Part_0099	Manuf_0035
Part_0099	Manuf_0042
Part_0100	Manuf_0025
Part_0100	Manuf_0036
Part_0100	Manuf_0043
Part_0100	Manuf_0062
Part_0101	Manuf_0025
Part_0101	Manuf_0036
Part_0101	Manuf_0043
Part_0102	Manuf_0025
Part_0102	Manuf_0036
Part_0102	Manuf_0043
Part_0102	Manuf_0062
Part_0103	Manuf_0026
Part_0103	Manuf_0031
Part_0103	Manuf_0037
Part_0103	Manuf_0044
Part_0103	Manuf_0049
Part_0104	Manuf_0029
Part_0104	Manuf_0033
Part_0104	Manuf_0040
Part_0104	Manuf_0047
Part_0104	Manuf_0051
Part_0105	Manuf_0029
Part_0105	Manuf_0033
Part_0105	Manuf_0040
Part_0105	Manuf_0047
Part_0105	Manuf_0051
Part_0105	Manuf_0059
Part_0105	Manuf_0066
Part_0105	Manuf_0070
Part_0106	Manuf_0053
Part_0107	Manuf_0053
Part_0108	Manuf_0055
Part_0109	Manuf_0055
Part_0110	Manuf_0056
Part_0111	Manuf_0056
Part_0112	Manuf_0057
Part_0113	Manuf_0057
Part_0114	Manuf_0058
Part_0115	Manuf_0058
Part_0116	Manuf_0059
Part_0117	Manuf_0059
Part_0118	Manuf_0060
Part_0119	Manuf_0061
Part_0120	Manuf_0062
Part_0121	Manuf_0063
Part_0122	Manuf_0064
Part_0123	Manuf_0065
Part_0124	Manuf_0066
Part_0125	Manuf_0067
Part_0126	Manuf_0068
Part_0127	Manuf_0069
Part_0128	Manuf_0070
Trans_0001	Manuf_0017
Trans_0002	Manuf_0018
Trans_0003	Manuf_0019
Trans_0004	Manuf_0020
Trans_0005	Manuf_0021
Trans_0006	Manuf_0022
Trans_0007	Manuf_0023
Trans_0008	Manuf_0024
Trans_0009	Manuf_0025
Trans_0010	Manuf_0026
Trans_0011	Manuf_0027
Trans_0012	Manuf_0028
Trans_0013	Manuf_0029
Trans_0014	Manuf_0030
Trans_0015	Manuf_0031
Trans_0016	Manuf_0032
Trans_0017	Manuf_0033
Trans_0018	Manuf_0034
Trans_0019	Manuf_0035
Trans_0020	Manuf_0036
Trans_0021	Manuf_0037
Trans_0022	Manuf_0038
Trans_0023	Manuf_0039
Trans_0024	Manuf_0040
Trans_0025	Manuf_0041
Trans_0026	Manuf_0042
Trans_0027	Manuf_0043
Trans_0028	Manuf_0044
Trans_0029	Manuf_0045
Trans_0030	Manuf_0046
Trans_0031	Manuf_0047
Trans_0032	Manuf_0048
Trans_0033	Manuf_0049
Trans_0034	Manuf_0050
Trans_0035	Manuf_0051
Trans_0036	Manuf_0052
Trans_0037	Manuf_0053
Trans_0038	Manuf_0054
Trans_0039	Manuf_0055
Trans_0040	Manuf_0056
Trans_0041	Manuf_0057
Trans_0042	Manuf_0058
Trans_0043	Manuf_0059
Trans_0044	Manuf_0060
Trans_0045	Manuf_0061
Trans_0046	Manuf_0062
Trans_0047	Manuf_0063
Trans_0048	Manuf_0064
Trans_0049	Manuf_0065
Trans_0050	Manuf_0066
Trans_0051	Manuf_0067
Trans_0052	Manuf_0068
Trans_0053	Manuf_0069
Trans_0054	Manuf_0070
